,City,Cloudiness,Date,Country,Humidity,Lat,Lon,Max Temp,Wind MPH
69,nhamunda,73,1594997435,BR,58,-2.19,-56.71,88.46599999999995,2.66
70,hambantota,75,1594997312,LK,74,6.12,81.12,84.19999999999999,2.6
71,verkh-usugli,63,1594997435,RU,84,52.7,115.17,54.55399999999992,1.51
72,husavik,75,1594997412,IS,93,66.04,-17.34,48.19999999999999,15.4
73,port elizabeth,0,1594997305,ZA,32,-33.92,25.57,67.406,0.98
74,luderitz,0,1594997330,NA,15,-26.65,15.16,80.59999999999997,3.1
75,new norfolk,85,1594997306,AU,90,-42.78,147.06,37.00399999999996,1.28
76,thinadhoo,100,1594997435,MV,74,0.53,72.93,84.344,4.23
77,ribeira grande,75,1594997309,PT,60,38.52,-28.7,75.19999999999999,5.1
78,lompoc,90,1594997202,US,82,34.64,-120.46,58.99999999999994,1.5
79,hilo,90,1594997296,US,88,19.73,-155.09,73.39999999999992,2.6
80,lagoa,34,1594997330,PT,75,39.05,-27.98,69.90799999999996,5.33
81,kayerkan,40,1594997311,RU,71,69.35,87.76,51.799999999999955,8.0
82,zhangjiakou,100,1594997436,CN,90,40.81,114.88,63.44599999999997,2.57
83,deputatskiy,15,1594997405,RU,92,69.3,139.9,35.54599999999999,2.44
84,lebu,96,1594997306,CL,89,-37.62,-73.65,53.276000000000124,8.36
85,khatanga,100,1594997318,RU,91,71.97,102.5,40.47800000000001,7.0
86,cayenne,75,1594997340,GF,55,4.93,-52.33,89.59999999999997,4.1
87,solvychegodsk,1,1594997436,RU,73,61.33,46.92,69.85399999999998,2.17
88,cape town,0,1594996998,ZA,23,-33.93,18.42,76.99999999999994,6.2
89,pisco,90,1594997310,PE,77,-13.7,-76.22,62.995999999999924,1.0
90,raudeberg,75,1594997298,NO,87,61.99,5.14,58.99999999999994,5.7
91,vila franca do campo,75,1594997302,PT,69,37.72,-25.43,73.39999999999992,4.1
92,ambilobe,96,1594997436,MG,63,-13.2,49.05,74.73199999999991,0.95
93,puri,75,1594997437,IN,79,19.8,85.85,85.99999999999994,4.1
94,provideniya,95,1594997307,RU,81,64.38,-173.3,52.75399999999996,0.68
95,te anau,0,1594997320,NZ,94,-45.42,167.72,31.315999999999974,0.42
96,pauini,0,1594997331,BR,40,-7.71,-66.98,91.70599999999996,0.85
97,haimen,31,1594997437,CN,74,23.19,116.61,85.99999999999994,4.0
98,broken hill,2,1594997331,AU,57,-31.95,141.43,46.39999999999998,4.6
99,sambava,99,1594997398,MG,86,-14.27,50.17,69.72800000000001,7.99
100,pombas,75,1594997437,CV,58,17.15,-25.02,82.39999999999992,7.7
101,teguise,20,1594997398,ES,83,29.06,-13.56,76.99999999999994,4.1
102,baghdad,0,1594997437,IQ,12,33.34,44.4,112.99999999999994,6.7
103,nanortalik,0,1594997306,GL,51,60.14,-45.24,49.47800000000001,5.52
104,grand gaube,9,1594997320,MU,74,-20.01,57.66,69.00799999999998,1.79
105,pandan,100,1594997437,PH,75,14.05,124.17,82.81400000000002,3.53
106,shingu,100,1594997314,JP,94,33.73,135.98,71.95999999999998,1.83
107,saint george,1,1594997087,US,30,37.1,-113.58,85.99999999999994,3.1
108,hargeysa,98,1594997438,SO,45,9.56,44.06,78.69199999999995,8.25
109,clyde river,75,1594997314,CA,87,70.47,-68.59,42.799999999999955,7.2
110,alice springs,0,1594997312,AU,38,-23.7,133.88,42.799999999999955,1.5
111,palanga,17,1594997438,LT,53,55.92,21.07,73.39999999999992,3.6
112,guilin,20,1594997363,CN,94,25.28,110.29,80.59999999999997,1.0
113,namatanai,98,1594997297,PG,78,-3.67,152.43,79.46599999999995,0.66
114,puerto ayora,95,1594997296,EC,86,-0.74,-90.35,71.00600000000003,1.34
115,moussoro,100,1594997438,TD,46,13.64,16.49,85.98199999999991,2.87
116,east london,0,1594997300,ZA,43,-33.02,27.91,69.80000000000001,2.6
117,beidao,27,1594997407,CN,71,34.57,105.89,71.14999999999992,1.44
118,lata,0,1594997438,PT,23,40.16,-8.33,105.00799999999998,2.24
119,luanda,5,1594997232,AO,69,-8.84,13.23,78.80000000000001,5.7
120,catio,100,1594997438,GW,94,11.28,-15.25,74.13799999999998,7.18
121,lorengau,13,1594997315,PG,71,-2.02,147.27,82.52600000000012,3.07
122,narsaq,40,1594997300,GL,33,60.92,-46.05,64.39999999999992,2.6
123,balikpapan,9,1594997379,ID,89,-1.27,116.83,77.21599999999995,1.53
124,katsuura,75,1594997295,JP,100,35.13,140.3,69.00799999999998,0.5
125,cherskiy,100,1594997300,RU,85,68.75,161.3,41.918000000000006,5.1
126,port-gentil,40,1594997340,GA,69,-0.72,8.78,82.39999999999992,5.75
127,atherton,100,1594997332,GB,60,53.52,-2.49,73.99399999999997,2.68
128,faanui,10,1594997299,PF,78,-16.48,-151.75,77.23399999999987,3.84
129,acapulco,20,1594997057,MX,78,16.86,-99.89,78.80000000000001,3.6
130,wichita falls,1,1594997162,US,58,33.91,-98.49,87.00799999999998,4.1
131,antofagasta,75,1594997199,CL,76,-23.65,-70.4,57.19999999999999,3.6
132,kirkwall,20,1594997439,GB,59,58.98,-2.96,60.80000000000001,7.7
133,nelson bay,75,1594997439,AU,100,-32.72,152.15,53.995999999999924,3.6
134,chokurdakh,3,1594997294,RU,77,70.63,147.92,40.38799999999998,3.47
135,taltal,10,1594997341,CL,53,-25.4,-70.48,63.06800000000004,2.05
136,cidreira,38,1594997268,BR,84,-30.18,-50.21,61.916,1.61
137,namibe,7,1594997412,AO,28,-15.2,12.15,82.56199999999995,5.29
138,fare,1,1594997439,PF,76,-16.7,-151.02,77.84599999999995,3.55
139,vardo,89,1594997439,NO,82,70.37,31.11,55.39999999999992,6.2
140,honiara,52,1594997313,SB,80,-9.43,159.95,78.18799999999993,1.5
141,povenets,76,1594997439,RU,51,62.85,34.83,65.4260000000001,4.52
142,kaitangata,0,1594997044,NZ,81,-46.28,169.85,40.99999999999994,1.34
143,alofi,63,1594997233,NU,83,-19.06,-169.92,73.39999999999992,2.6
144,cabedelo,75,1594997440,BR,74,-6.98,-34.83,82.39999999999992,5.7
145,iqaluit,90,1594997321,CA,93,63.75,-68.51,49.99999999999994,1.5
146,emerald,0,1594997422,AU,42,-23.53,148.17,48.19999999999999,4.1
147,aklavik,75,1594997324,CA,87,68.22,-135.01,53.599999999999966,2.1
148,hirado,100,1594997440,JP,82,33.36,129.55,75.00200000000001,2.24
149,wilmington,40,1594997225,US,70,34.23,-77.94,89.00600000000003,2.1
150,hasaki,75,1594997307,JP,93,35.73,140.83,66.19999999999999,2.6
151,sur,95,1594997295,OM,63,22.57,59.53,88.62799999999999,5.96
152,ixtapa,90,1594997299,MX,94,20.7,-105.2,73.99399999999997,1.5
153,george town,20,1594997297,MY,100,5.41,100.34,84.19999999999999,3.6
154,buala,100,1594997315,SB,79,-8.14,159.59,79.80799999999994,1.48
155,tifton,1,1594997441,US,70,31.45,-83.51,87.99799999999999,3.1
156,torbay,90,1594997322,CA,100,47.67,-52.73,53.00600000000003,8.2
157,petropavl,63,1594997441,KZ,67,54.88,69.16,77.68399999999991,2.4
158,kavieng,87,1594997304,PG,73,-2.57,150.8,82.238,2.03
159,williston,97,1594997441,US,61,48.15,-103.62,75.99200000000002,1.34
160,prado,93,1594997441,BR,64,-17.34,-39.22,74.73199999999991,4.38
161,salalah,75,1594997368,OM,83,17.02,54.09,84.19999999999999,3.6
162,talnakh,40,1594997334,RU,71,69.49,88.4,51.799999999999955,8.0
163,poli,20,1594997441,TZ,56,-3.33,36.8,75.19999999999999,3.1
164,umm kaddadah,29,1594997441,SD,31,13.6,26.69,92.642,4.51
165,itarema,22,1594997442,BR,50,-2.92,-39.92,86.46800000000002,5.59
166,santa maria,75,1594997442,BR,87,-29.68,-53.81,55.39999999999992,5.1
167,dalvik,75,1594997442,IS,93,65.97,-18.53,48.19999999999999,15.4
168,chuy,60,1594997309,UY,83,-33.7,-53.46,58.928000000000054,5.04
169,kahului,1,1594997307,US,69,20.89,-156.47,75.19999999999999,1.5
170,saint-philippe,90,1594997304,RE,68,-21.36,55.77,71.59999999999997,8.2
171,proletariy,0,1594997442,RU,43,58.43,31.7,72.08600000000007,3.68
172,valparaiso,90,1594997396,CL,100,-33.04,-71.63,49.99999999999994,5.1
173,glendive,1,1594997442,US,56,47.11,-104.71,75.00200000000001,2.6
174,san quintin,23,1594997312,MX,80,30.48,-115.95,68.3239999999999,3.05
175,codrington,100,1594997341,AU,75,-38.27,141.97,46.47199999999998,6.2
176,mar del plata,35,1594997085,AR,81,-38.0,-57.56,51.99799999999999,3.6
177,omboue,100,1594997420,GA,82,-1.57,9.26,75.79400000000004,4.6
178,semporna,20,1594997443,MY,94,4.48,118.61,76.99999999999994,1.5
179,kota kinabalu,20,1594997443,MY,94,5.97,116.07,78.80000000000001,2.6
180,adrar,0,1594997334,MR,16,20.5,-10.07,104.3239999999999,1.81
181,bengkulu,89,1594997106,ID,87,-3.8,102.27,77.57600000000008,1.75
182,bintulu,20,1594997443,MY,94,3.17,113.03,80.59999999999997,1.5
183,tan an,75,1594997443,VN,79,10.53,106.42,84.19999999999999,2.1
184,saint albans,0,1594997243,GB,44,51.75,-0.33,82.00399999999996,5.1
185,jalingo,100,1594997443,NG,71,8.88,11.37,82.12999999999994,3.12
186,tombouctou,0,1594997443,ML,14,20.0,-3.0,107.13199999999989,2.53
187,aquidauana,1,1594997322,BR,24,-20.47,-55.79,90.33800000000002,2.24
188,fortuna,90,1594997310,US,100,40.6,-124.16,55.99399999999997,1.87
189,ilulissat,5,1594997294,GL,55,69.22,-51.1,51.799999999999955,3.6
190,kokkola,73,1594997444,FI,56,63.84,23.13,73.39999999999992,3.6
191,turukhansk,86,1594997340,RU,74,65.82,87.98,54.06800000000004,4.97
192,avarua,7,1594997299,CK,77,-21.21,-159.78,66.19999999999999,1.5
193,mwinilunga,0,1594997444,ZM,29,-11.74,24.43,70.32199999999995,5.03
194,manadhoo,100,1594997444,MV,70,5.77,73.38,83.83999999999997,2.6
195,tilichiki,100,1594997327,RU,100,60.47,166.1,50.01799999999997,1.23
196,cabo san lucas,0,1594997311,MX,65,22.89,-109.91,85.99999999999994,0.45
197,bull savanna,0,1594997335,JM,60,17.89,-77.59,83.91199999999998,3.28
198,lagos,75,1594996985,NG,78,6.58,3.75,80.59999999999997,1.5
199,skelleftea,93,1594997444,SE,56,64.75,20.95,73.39999999999992,6.2
200,kant,68,1594997444,IN,50,27.8,79.8,94.74799999999999,2.28
201,sangar,91,1594997444,RU,75,63.92,127.47,65.33600000000007,0.96
202,kyabram,28,1594997445,AU,76,-36.32,145.05,39.99199999999996,2.11
203,yar-sale,75,1594997331,RU,61,66.83,70.83,58.71199999999993,4.54
204,isangel,5,1594997295,VU,82,-19.55,169.27,70.86199999999991,3.12
205,brae,20,1594997445,GB,76,60.4,-1.35,57.19999999999999,6.2
206,galbshtadt,97,1594997445,RU,67,53.23,78.98,76.92800000000005,4.61
207,tuatapere,30,1594997300,NZ,88,-46.13,167.68,35.00600000000003,1.33
208,castro,53,1594997301,BR,58,-24.79,-50.01,70.46599999999995,1.15
209,takoradi,90,1594997310,GH,79,4.88,-1.76,77.82800000000003,5.43
210,upernavik,5,1594997308,GL,66,72.79,-56.15,46.07600000000008,1.19
211,nome,90,1594997308,US,87,64.5,-165.41,55.39999999999992,2.6
212,pemangkat,100,1594997445,ID,83,1.17,108.97,79.08800000000002,0.86
213,whitehorse,75,1594997259,CA,76,60.72,-135.05,51.799999999999955,2.6
214,stykkisholmur,100,1594997445,IS,77,65.08,-22.73,45.30200000000002,10.16
215,hamilton,1,1594997045,US,74,39.18,-84.53,82.99399999999997,1.5
216,sulangan,96,1594997446,PH,73,11.14,123.72,85.118,6.26
217,polyarnyy,69,1594997446,RU,49,69.2,33.45,71.59999999999997,2.0
218,sandviken,74,1594997446,SE,33,60.62,16.77,80.99599999999992,2.24
219,khor,46,1594997446,RU,93,47.89,134.95,69.85399999999998,1.57
220,kapit,94,1594997446,MY,94,2.02,112.93,75.73999999999995,0.35
221,taoudenni,8,1594997326,ML,10,22.68,-3.98,114.53000000000003,4.71
222,hithadhoo,99,1594997310,MV,76,-0.6,73.08,83.94800000000004,5.09
223,jagtial,99,1594997446,IN,85,18.8,78.93,79.59199999999993,3.05
224,richards bay,0,1594997446,ZA,58,-28.78,32.04,63.37399999999997,2.88
225,olafsvik,90,1594997326,IS,81,64.89,-23.71,45.464,15.12
226,kruisfontein,0,1594997301,ZA,28,-34.0,24.73,64.34599999999995,1.92
227,bay city,1,1594997348,US,61,43.59,-83.89,78.00799999999998,3.6
228,saldanha,0,1594997335,ZA,31,-33.01,17.94,73.39999999999992,6.2
229,talara,40,1594997329,PE,82,-4.58,-81.27,64.39999999999992,11.8
230,carnarvon,0,1594997305,AU,67,-24.87,113.63,58.99999999999994,6.7
231,bilibino,15,1594997325,RU,86,68.05,166.44,46.59800000000001,2.44
232,san cristobal,75,1594997276,VE,58,7.77,-72.22,82.39999999999992,10.8
233,taksimo,100,1594997447,RU,68,56.34,114.88,56.49799999999999,1.26
234,rocha,0,1594997186,UY,76,-34.48,-54.33,59.738,5.66
235,ahuimanu,40,1594997211,US,78,21.44,-157.84,76.99999999999994,1.5
236,esperance,75,1594997295,AU,100,-33.87,121.9,48.19999999999999,5.1
237,almaznyy,40,1594997447,RU,88,48.04,40.05,66.19999999999999,3.0
238,narasannapeta,40,1594997222,IN,83,18.42,84.05,82.65199999999999,6.05
239,qaanaaq,99,1594997298,GL,60,77.48,-69.36,45.122000000000014,4.42
240,leh,38,1594997327,IN,25,34.17,77.58,68.98999999999995,3.0
241,dalbandin,34,1594997447,PK,14,28.89,64.41,96.94400000000002,2.19
242,zhezkazgan,98,1594997336,KZ,11,47.8,67.71,94.99999999999994,5.0
243,la ronge,90,1594997448,CA,93,55.1,-105.28,57.19999999999999,3.6
244,nyurba,51,1594997448,RU,70,63.28,118.33,59.52199999999999,1.36
245,vostok,58,1594997312,RU,94,46.49,135.88,62.74399999999997,1.51
246,geraldton,75,1594997298,AU,81,-28.77,114.6,51.799999999999955,2.6
247,zhigansk,100,1594997340,RU,94,66.77,123.37,55.43599999999998,3.03
248,labuhan,78,1594997448,ID,84,-6.88,112.21,78.20599999999996,4.0
249,coro,24,1594997448,VE,56,11.4,-69.67,87.81800000000004,6.36
250,chicama,1,1594997333,PE,61,-7.84,-79.15,69.56599999999997,3.74
251,suicheng,100,1594997448,CN,78,33.9,117.93,66.00200000000001,4.41
252,leningradskiy,0,1594997328,RU,88,69.38,178.42,37.75999999999999,5.43
253,bethel,90,1594997308,US,94,41.37,-73.41,67.99999999999994,3.82
254,lanigan,100,1594997449,CA,75,51.85,-105.03,65.26399999999995,2.66
255,mangaratiba,20,1594997449,BR,69,-22.96,-44.04,75.19999999999999,5.7
256,lasa,75,1594997302,IT,55,46.62,10.7,75.00200000000001,3.6
257,vigrestad,100,1594997449,NO,99,58.57,5.7,58.99999999999994,2.24
258,bam,0,1594997449,IR,15,29.11,58.36,94.53199999999998,4.89
259,tecpan,20,1594997449,GT,64,14.76,-90.99,69.80000000000001,6.2
260,tigil,100,1594997449,RU,89,57.8,158.67,53.40199999999999,3.29
261,pevek,81,1594997316,RU,93,69.7,170.31,40.891999999999996,1.2
262,palmer,90,1594997450,US,88,42.16,-72.33,66.99200000000002,2.1
263,ulladulla,90,1594997332,AU,81,-35.35,150.47,51.799999999999955,2.1
264,sorland,75,1594997330,NO,100,67.67,12.69,55.39999999999992,7.7
265,hofn,75,1594997309,IS,54,64.25,-15.21,57.19999999999999,11.3
266,vaitape,10,1594997319,PF,76,-16.52,-151.75,78.02600000000012,3.76
267,half moon bay,90,1594997406,US,87,37.46,-122.43,62.995999999999924,5.1
268,arraial do cabo,20,1594997257,BR,64,-22.97,-42.03,75.19999999999999,7.2
269,mezen,52,1594997450,RU,61,65.85,44.24,65.82199999999995,3.74
270,kurilsk,14,1594997450,RU,91,45.23,147.88,53.47399999999999,2.8
271,portland,75,1594997247,US,77,45.52,-122.68,66.00200000000001,4.6
272,teloloapan,5,1594997450,MX,70,18.35,-99.85,75.99200000000002,0.44
273,noumea,0,1594997030,NC,82,-22.28,166.46,58.99999999999994,1.0
274,kismayo,93,1594997451,SO,72,-0.36,42.55,77.43199999999996,12.49
275,bowen,0,1594997451,AU,93,-20.02,148.23,53.00600000000003,1.5
276,kidal,15,1594997451,ML,19,18.44,1.41,102.23600000000005,1.66
277,emba,33,1594997451,KZ,14,48.83,58.14,94.45999999999998,3.87
278,nicholasville,90,1594997173,US,78,37.88,-84.57,80.00600000000003,2.1
279,maracacume,46,1594997393,BR,62,-2.04,-45.96,85.58600000000007,2.16
280,trifesti,89,1594997451,RO,46,47.45,27.52,82.00399999999996,0.89
281,nemuro,59,1594997334,JP,94,43.32,145.57,58.56800000000004,4.03
282,kamaishi,100,1594997324,JP,89,39.27,141.88,64.88600000000002,0.98
283,weligama,93,1594997323,LK,83,5.97,80.42,80.14999999999992,4.25
284,kralendijk,40,1594997451,BQ,66,12.15,-68.27,87.80000000000001,8.7
285,aasiaat,0,1594997451,GL,65,68.71,-52.87,42.70999999999998,6.38
286,margate,42,1594997306,GB,61,51.38,1.39,78.00799999999998,1.34
287,luancheng,85,1594997421,CN,65,37.88,114.65,76.99999999999994,2.0
288,vengerovo,1,1594997452,RU,81,55.68,76.75,76.02800000000008,2.48
289,rosarito,90,1594997452,MX,88,32.33,-117.03,67.99999999999994,2.6
290,keti bandar,1,1594997452,PK,77,24.14,67.45,88.60999999999996,4.21
291,nikolskoye,0,1594997296,RU,33,59.7,30.79,73.39999999999992,6.0
292,cururupu,7,1594997304,BR,75,-1.83,-44.87,82.67000000000002,2.58
293,poya,0,1594997452,NC,67,-21.35,165.15,61.970000000000084,0.71
294,praya,20,1594997101,CV,48,14.92,-23.51,85.99999999999994,7.2
295,santa lucia,20,1594997452,ES,69,27.91,-15.54,84.99200000000002,11.3
296,morehead,75,1594997452,US,100,37.27,-87.18,82.39999999999992,1.5
297,lipnita,40,1594997452,RO,27,44.1,27.6,89.99599999999992,2.1
298,avare,0,1594997453,BR,54,-23.1,-48.93,75.16400000000004,0.95
299,moranbah,0,1594997453,AU,52,-22.0,148.05,48.32600000000008,2.94
300,nagato,20,1594997453,JP,83,34.38,131.2,73.39999999999992,2.1
301,hualmay,64,1594997414,PE,70,-11.1,-77.61,63.13999999999993,3.12
302,nizwa,91,1594997453,OM,42,22.93,57.53,89.45599999999996,4.05
303,mezhdurechensk,0,1594997453,RU,86,53.69,88.06,63.33800000000002,1.03
304,tabou,53,1594997338,CI,71,4.42,-7.35,78.53000000000003,4.49
305,usinsk,100,1594997338,RU,96,65.99,57.53,61.26799999999997,2.42
306,san jose,20,1594997409,US,87,37.34,-121.89,62.00600000000003,4.1
307,villa carlos paz,0,1594997453,AR,41,-31.42,-64.5,60.99799999999999,6.7
308,guerrero negro,0,1594997338,MX,71,27.98,-114.06,71.40199999999999,4.92
309,wairoa,100,1594997454,NZ,90,-39.03,177.37,53.00600000000003,2.68
310,santiago del estero,0,1594997454,AR,54,-27.8,-64.26,65.93,3.81
311,comodoro rivadavia,90,1594997453,AR,93,-45.87,-67.5,44.599999999999966,5.1
312,chaihe,4,1594997454,CN,72,44.77,129.7,69.9260000000001,1.36
313,wasilla,40,1594997454,US,71,61.58,-149.44,55.39999999999992,2.6
314,pokosnoye,3,1594997454,RU,83,55.53,101.05,49.42399999999992,3.09
315,nuuk,20,1594997454,GL,44,64.18,-51.72,58.99999999999994,5.7
316,nova olinda do norte,82,1594997455,BR,75,-3.89,-59.09,85.262,1.74
317,frutal,0,1594997455,BR,32,-20.02,-48.94,83.55199999999996,3.44
318,plettenberg bay,0,1594997302,ZA,30,-34.05,23.37,69.06199999999995,1.34
319,karratha,0,1594997275,AU,83,-20.74,116.85,67.964,2.13
320,coihaique,90,1594997330,CL,86,-45.58,-72.07,31.999999999999943,0.43
321,ghatampur,54,1594997455,IN,49,26.17,80.17,95.18,1.94
322,mahebourg,75,1594997307,MU,78,-20.41,57.7,71.59999999999997,5.1
323,padang,32,1594997324,ID,79,-0.95,100.35,79.89799999999997,1.65
324,urucara,58,1594997455,BR,61,-2.54,-57.76,87.80000000000001,2.2
325,dukat,9,1594997455,RU,92,62.55,155.55,41.68399999999991,1.14
326,monster,0,1594997455,NL,69,52.03,4.17,73.99399999999997,2.68
327,laguna,1,1594997305,US,82,38.42,-121.42,62.995999999999924,2.6
328,bahia honda,82,1594997456,CU,66,22.9,-83.16,85.02800000000008,5.73
329,constitucion,100,1594997301,CL,91,-35.33,-72.42,53.88799999999998,11.51
330,sayyan,37,1594997407,YE,55,15.17,44.32,65.94800000000004,3.97
331,klimovo,41,1594997456,RU,64,52.38,32.19,71.87000000000006,2.51
332,srednekolymsk,100,1594997299,RU,95,67.45,153.68,45.644000000000005,2.66
333,beira,75,1594997456,MZ,64,-19.84,34.84,71.59999999999997,7.7
334,moncao,0,1594997456,PT,28,42.08,-8.48,96.80000000000001,1.5
335,aksarka,99,1594997456,RU,65,66.56,67.8,61.627999999999986,4.06
336,amga,15,1594997456,RU,70,60.9,131.96,66.03799999999995,1.27
337,tessalit,0,1594997315,ML,8,20.2,1.01,107.54599999999999,2.82
338,nanfeng,81,1594997457,CN,80,23.74,111.8,81.77000000000004,1.48
339,suntar,100,1594997457,RU,78,62.14,117.63,58.02800000000008,2.63
340,aripuana,0,1594997306,BR,33,-9.17,-60.63,92.10200000000003,1.36
341,lakes entrance,8,1594997330,AU,97,-37.88,147.98,40.99999999999994,3.97
342,ayan,100,1594997457,RU,96,56.45,138.17,51.872000000000014,1.35
343,hami,0,1594997411,CN,18,42.8,93.45,84.72200000000004,2.53
344,arnedo,20,1594997457,ES,38,42.22,-2.1,76.99999999999994,4.1
345,inirida,79,1594997307,CO,89,3.87,-67.92,78.9260000000001,0.59
346,campobasso,100,1594997457,IT,86,41.63,14.58,66.99200000000002,0.45
347,barra,0,1594997409,BR,39,-11.09,-43.14,83.30000000000001,3.27
348,kyaikkami,100,1594997458,MM,84,16.08,97.57,81.66199999999998,3.08
349,soyaux,91,1594997458,FR,42,45.65,0.2,82.00399999999996,4.1
